Procesado,Método,URI,Banderas
true,GET,https://127.0.0.1/phpmyadmin/js/dist/console.js?v=5.2.1,
true,GET,https://127.0.0.1/phpmyadmin/themes/pmahomme/img/logo_left.png,
true,GET,https://127.0.0.1/phpmyadmin/themes/dot.gif,
true,POST,https://127.0.0.1/phpmyadmin/index.php?lang=es&route=%2F&server=1,
true,POST,https://127.0.0.1/phpmyadmin/index.php?lang=es&route=/collation-connection,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db&lang=en&lang=es&route=/&table&token=776f6d446d524e2a5a475148337b3c7e,
true,POST,https://127.0.0.1/phpmyadmin/index.php?lang=es&route=/themes/set,
false,GET,http://www.php.net/,Fuera del Ámbito
false,GET,http://www.zend.com/,Fuera del Ámbito
true,GET,https://127.0.0.1/dashboard/DTD/xhtml1-transitional.dtd,
true,GET,https://127.0.0.1/dashboard/docs/backup-restore-mysql.html,
true,GET,https://127.0.0.1/dashboard/docs/transfer-files-ftp.html,
true,GET,https://127.0.0.1/dashboard/docs/configure-vhosts.html,
true,GET,https://127.0.0.1/dashboard/docs/configure-wildcard-subdomains.html,
false,GET,http://support.microsoft.com/kb/841290,Fuera del Ámbito
false,GET,http://www.kaspersky.com/virusscanner,Fuera del Ámbito
false,GET,https://www.virustotal.com/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/genindex.html,
false,GET,https://community.apachefriends.org/f/viewtopic.php?t=3012,Fuera del Ámbito
true,GET,https://127.0.0.1/dashboard/docs/deploy-git-app.html,
false,GET,https://community.apachefriends.org/f/viewtopic.php?f=16&t=71620,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/intro.html,
true,GET,https://127.0.0.1/dashboard/docs/reset-mysql-password.html,
true,GET,https://127.0.0.1/dashboard/docs/send-mail.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/require.html,
true,GET,https://127.0.0.1/dashboard/docs/use-sqlite.html,
true,GET,https://127.0.0.1/dashboard/docs/activate-use-xdebug.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/user.html,
true,GET,https://127.0.0.1/dashboard/docs/create-framework-project-zf1.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/settings.html,
true,GET,https://127.0.0.1/dashboard/docs/create-framework-project-zf2.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/two_factor.html,
true,GET,https://127.0.0.1/dashboard/docs/troubleshoot-apache.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/transformations.html,
true,GET,https://127.0.0.1/dashboard/docs/change-mysql-temp-dir.html,
true,GET,https://127.0.0.1/dashboard/images/screenshots/xampp-windows-start.jpg,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/bookmarks.html,
true,GET,https://127.0.0.1/dashboard/docs/increase-php-file-upload-limit.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/privileges.html,
true,GET,https://127.0.0.1/dashboard/docs/access-phpmyadmin-remotely.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/relations.html,
true,GET,https://127.0.0.1/dashboard/docs/auto-start-xampp.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/charts.html,
true,GET,https://127.0.0.1/dashboard/docs/use-different-php-version.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/import_export.html,
true,GET,https://127.0.0.1/dashboard/docs/use-php-fcgi.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/themes.html,
true,GET,https://127.0.0.1/dashboard/docs/configure-use-tomcat.html,
false,GET,http://localhost/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/other.html,
true,GET,http://127.0.0.1/,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/developers.html,
false,GET,http://localhost/security/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/security.html,
false,GET,http://localhost/test.html,Fuera del Ámbito
false,GET,http://localhost/test.php,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/vendors.html,
false,GET,http://localhost/new/test.php,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/copyright.html,
false,GET,http://localhost/xampp/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/credits.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/glossary.html,
false,GET,http://localhost/xampp/phpinfo.php,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/search.html,
false,GET,http://localhost./,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/index.rst.txt,
true,GET,https://127.0.0.1/phpmyadmin,
false,GET,https://www.sphinx-doc.org/,Fuera del Ámbito
true,GET,https://127.0.0.1/xampp/phpMyAdmin/,
true,GET,https://127.0.0.1/xampp/phpMyAdmin,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_static/pygments.css,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_static/classic.css,
false,GET,http://myhost/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_static/documentation_options.js,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_static/jquery.js,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_static/underscore.js,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_static/doctools.js,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/search.html?q=ZAP,
true,GET,https://127.0.0.1/phpmyadmin/index.php,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/logout,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=virtual_xp&route=/table/recent-favorite&table=usuarios,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=virtual-xp&route=/table/recent-favorite&table=usuarios,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=usuarios&route=/table/recent-favorite&table=usuarios,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=virtual-xp&route=/table/recent-favorite&table=Usuarios,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=virtual+xp+registro-login&route=/table/recent-favorite&table=usuarios,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=virtual+xp+registro-login&route=/table/recent-favorite&table=Usuarios,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/databases,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/operations,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/structure,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=information_schema&route=/database/operations,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=information_schema&route=/database/structure,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=mysql&route=/database/operations,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=mysql&route=/database/structure,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=performance_schema&route=/database/operations,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=performance_schema&route=/database/structure,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=phpmyadmin&route=/database/operations,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=phpmyadmin&route=/database/structure,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=usuarios&route=/database/operations,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=usuarios&route=/database/structure,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=virtual_xp&route=/database/operations,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=virtual_xp&route=/database/structure,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/sql,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/status,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/privileges&viewing_mode=server,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/export,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/import,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/preferences/manage,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/replication,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/variables,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/collations,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/engines,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/server/plugins,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https%3A%2F%2Fdev.mysql.com%2Fdoc%2Frefman%2F8.0%2Fen%2Fcreate-database.html,
true,GET,https://127.0.0.1/phpmyadmin/index.php?pos=0&route=/server/databases&sort_by=SCHEMA_NAME&sort_order=desc&statistics=0,
true,GET,https://127.0.0.1/phpmyadmin/index.php?pos=0&route=/server/databases&sort_by=DEFAULT_COLLATION_NAME&sort_order=asc&statistics=0,
true,GET,https://127.0.0.1/phpmyadmin/index.php?checkprivsdb=example_app&db=example_app&route=/server/privileges,
true,GET,https://127.0.0.1/phpmyadmin/index.php?checkprivsdb=information_schema&db=information_schema&route=/server/privileges,
true,GET,https://127.0.0.1/phpmyadmin/index.php?checkprivsdb=mysql&db=mysql&route=/server/privileges,
true,GET,https://127.0.0.1/phpmyadmin/index.php?checkprivsdb=performance_schema&db=performance_schema&route=/server/privileges,
true,GET,https://127.0.0.1/phpmyadmin/index.php?checkprivsdb=phpmyadmin&db=phpmyadmin&route=/server/privileges,
true,GET,https://127.0.0.1/phpmyadmin/index.php?checkprivsdb=usuarios&db=usuarios&route=/server/privileges,
true,GET,https://127.0.0.1/phpmyadmin/index.php?checkprivsdb=virtual_xp&db=virtual_xp&route=/server/privileges,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=%2Fserver%2Fdatabases&server=1,
true,GET,https://127.0.0.1/phpmyadmin/js/messages.php?l=es&v=5.2.1,
true,GET,https://127.0.0.1/phpmyadmin/js/dist/server/databases.js?v=5.2.1,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=%2Fserver%2Fdatabases&server=1,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/server/databases/create,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/server/databases,
true,GET,https://127.0.0.1/phpmyadmin/index.php?ajax_request=1&favorite_table=1&route=/database/structure/favorite-table&sync_favorite_tables=1,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/changelog,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/license,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=%2F&server=1,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=%2F&server=1,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/collation-connection,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db&lang=en&route=/&table&token=776f6d446d524e2a5a475148337b3c7e,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/themes/set,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/sql,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/search,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/multi-table-query,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/export,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/import,
true,GET,https://127.0.0.1/phpmyadmin/index.php?checkprivsdb=example_app&db=example_app&route=/server/privileges&viewing_mode=db,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/routines,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/events,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/triggers,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/tracking,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/designer,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/database/central-columns,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https%3A%2F%2Fdev.mysql.com%2Fdoc%2Frefman%2F8.0%2Fen%2Fdrop-database.html,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=%2Fdatabase%2Foperations&server=1,
true,GET,https://127.0.0.1/phpmyadmin/js/dist/database/operations.js?v=5.2.1,
true,POST,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=%2Fdatabase%2Foperations&server=1,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/database/operations,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/table/create,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/database/operations,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/database/operations,
true,POST,https://127.0.0.1/phpmyadmin/index.php?route=/database/operations/collation,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/database/structure&sort=table&sort_order=DESC,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/database/structure&sort=records&sort_order=DESC,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/database/structure&sort=type&sort_order=ASC,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/database/structure&sort=collation&sort_order=ASC,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/database/structure&sort=size&sort_order=DESC,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/database/structure&sort=overhead&sort_order=DESC,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/sql&table=cache,
true,GET,https://127.0.0.1/phpmyadmin/index.php?add_favorite=1&ajax_request=1&db=example_app&favorite_table=cache&route=/database/structure/favorite-table,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/structure&table=cache,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/search&table=cache,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/change&table=cache,
true,GET,https://127.0.0.1/phpmyadmin/index.php?route=/sql,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/sql&table=cache_locks,
true,GET,https://127.0.0.1/phpmyadmin/index.php?add_favorite=1&ajax_request=1&db=example_app&favorite_table=cache_locks&route=/database/structure/favorite-table,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/structure&table=cache_locks,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/search&table=cache_locks,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/change&table=cache_locks,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/sql&table=failed_jobs,
true,GET,https://127.0.0.1/phpmyadmin/index.php?add_favorite=1&ajax_request=1&db=example_app&favorite_table=failed_jobs&route=/database/structure/favorite-table,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/structure&table=failed_jobs,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/search&table=failed_jobs,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/change&table=failed_jobs,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/sql&table=jobs,
true,GET,https://127.0.0.1/phpmyadmin/index.php?add_favorite=1&ajax_request=1&db=example_app&favorite_table=jobs&route=/database/structure/favorite-table,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/structure&table=jobs,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/search&table=jobs,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/change&table=jobs,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&pos=0&route=/sql&table=job_batches,
true,GET,https://127.0.0.1/phpmyadmin/index.php?add_favorite=1&ajax_request=1&db=example_app&favorite_table=job_batches&route=/database/structure/favorite-table,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/structure&table=job_batches,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/search&table=job_batches,
true,GET,https://127.0.0.1/phpmyadmin/index.php?db=example_app&route=/table/change&table=job_batches,
